地区コード(16進),線区コード(16進),駅順コード(16進),会社名,線区名,駅名
0,0,1,試験,試験,端末試験用 V2
0,0,2,試験,試験,端末試験用 V2-01
0,0,3,試験,試験,端末試験用 V2-02
0,0,4,試験,試験,端末試験用 V3-01-1
0,0,5,試験,試験,端末試験用 V3-01-2
0,0,6,試験,試験,端末試験用 V4-01
0,0,7,試験,試験,端末試験用 V4-01-A
0,0,ff,JR,Åì?¤Æ?,Åì?þ
0,1,1,東日本旅客鉄道,東海道本,東京
0,1,2,東日本旅客鉄道,東海道本,有楽町
0,1,3,東日本旅客鉄道,東海道本,新橋
0,1,4,東日本旅客鉄道,東海道本,浜松町
0,1,6,東日本旅客鉄道,東海道本,田町
0,1,7,東日本旅客鉄道,東海道本,品川
0,1,8,東日本旅客鉄道,東海道本,大井町
0,1,9,東日本旅客鉄道,東海道本,大森
0,1,b,東日本旅客鉄道,東海道本,蒲田
0,1,d,東日本旅客鉄道,東海道本,川崎
0,1,e,東日本旅客鉄道,東海道本,鶴見
0,1,10,東日本旅客鉄道,東海道本,新子安
0,1,11,東日本旅客鉄道,東海道本,東神奈川
0,1,12,東日本旅客鉄道,東海道本,横浜
0,1,14,東日本旅客鉄道,東海道本,保土ヶ谷
0,1,15,東日本旅客鉄道,東海道本,東戸塚
0,1,16,東日本旅客鉄道,東海道本,戸塚
0,1,18,東日本旅客鉄道,東海道本,大船
0,1,19,東日本旅客鉄道,東海道本,藤沢
0,1,1a,東日本旅客鉄道,東海道本,辻堂
0,1,1b,東日本旅客鉄道,東海道本,茅ヶ崎
0,1,1d,東日本旅客鉄道,東海道本,平塚
0,1,1e,東日本旅客鉄道,東海道本,大磯
0,1,20,東日本旅客鉄道,東海道本,二宮
0,1,21,東日本旅客鉄道,東海道本,国府津
0,1,22,東日本旅客鉄道,東海道本,鴨宮
0,1,23,東日本旅客鉄道,東海道本,小田原
0,1,25,東日本旅客鉄道,東海道本,早川
0,1,26,東日本旅客鉄道,東海道本,根府川
0,1,28,東日本旅客鉄道,東海道本,真鶴
0,1,29,東日本旅客鉄道,東海道本,湯河原
0,1,2b,東日本旅客鉄道,東海道本,熱海
0,1,33,東海旅客鉄道,東海道本,函南
0,1,35,東海旅客鉄道,東海道本,三島
0,1,37,東海旅客鉄道,東海道本,沼津
0,1,38,東海旅客鉄道,東海道本,片浜
0,1,39,東海旅客鉄道,東海道本,原
0,1,3b,東海旅客鉄道,東海道本,東田子の浦
0,1,3c,東海旅客鉄道,東海道本,吉原
0,1,3e,東海旅客鉄道,東海道本,富士
0,1,40,東海旅客鉄道,東海道本,富士川
0,1,41,東海旅客鉄道,東海道本,新蒲原
0,1,42,東海旅客鉄道,東海道本,蒲原
0,1,43,東海旅客鉄道,東海道本,由比
0,1,45,東海旅客鉄道,東海道本,興津
0,1,47,東海旅客鉄道,東海道本,清水
0,1,49,東海旅客鉄道,東海道本,草薙
0,1,4b,東海旅客鉄道,東海道本,東静岡
0,1,4b,東海旅客鉄道,東海道本,東静岡
0,1,4c,東海旅客鉄道,東海道本,静岡
0,1,4e,東海旅客鉄道,東海道本,安倍川
0,1,4f,東海旅客鉄道,東海道本,用宗
0,1,51,東海旅客鉄道,東海道本,焼津
0,1,52,東海旅客鉄道,東海道本,西焼津
0,1,53,東海旅客鉄道,東海道本,藤枝
0,1,55,東海旅客鉄道,東海道本,六合
0,1,56,東海旅客鉄道,東海道本,島田
0,1,58,東海旅客鉄道,東海道本,金谷
0,1,5a,東海旅客鉄道,東海道本,菊川
0,1,5c,東海旅客鉄道,東海道本,掛川
0,1,5d,東海旅客鉄道,東海道本,愛野
0,1,5e,東海旅客鉄道,東海道本,袋井
0,1,60,東海旅客鉄道,東海道本,磐田
0,1,61,東海旅客鉄道,東海道本,豊田町
0,1,62,東海旅客鉄道,東海道本,天竜川
0,1,64,東海旅客鉄道,東海道本,浜松
0,1,66,東海旅客鉄道,東海道本,高塚
0,1,68,東海旅客鉄道,東海道本,舞阪
0,1,69,東海旅客鉄道,東海道本,弁天島
0,1,6a,東海旅客鉄道,東海道本,新居町
0,1,6b,東海旅客鉄道,東海道本,鷲津
0,1,6d,東海旅客鉄道,東海道本,新所原
0,1,6e,東海旅客鉄道,東海道本,二川
0,1,70,東海旅客鉄道,東海道本,豊橋
0,1,72,東海旅客鉄道,東海道本,西小坂井
0,1,73,東海旅客鉄道,東海道本,愛知御津
0,1,74,東海旅客鉄道,東海道本,三河大塚
0,1,75,東海旅客鉄道,東海道本,三河三谷
0,1,76,東海旅客鉄道,東海道本,蒲郡
0,1,77,東海旅客鉄道,東海道本,三河塩津
0,1,78,東海旅客鉄道,東海道本,三ヶ根
0,1,79,東海旅客鉄道,東海道本,幸田
0,1,7c,東海旅客鉄道,東海道本,岡崎
0,1,7d,東海旅客鉄道,東海道本,西岡崎
0,1,7e,東海旅客鉄道,東海道本,安城
0,1,7f,東海旅客鉄道,東海道本,三河安城
0,1,80,東海旅客鉄道,東海道本,東刈谷
0,1,81,東海旅客鉄道,東海道本,野田新町
0,1,82,東海旅客鉄道,東海道本,刈谷
0,1,83,東海旅客鉄道,東海道本,逢妻
0,1,84,東海旅客鉄道,東海道本,大府
0,1,86,東海旅客鉄道,東海道本,共和
0,1,87,東海旅客鉄道,東海道本,南大高
0,1,88,東海旅客鉄道,東海道本,大高
0,1,8a,東海旅客鉄道,東海道本,笠寺
0,1,8c,東海旅客鉄道,東海道本,熱田
0,1,8d,東海旅客鉄道,東海道本,金山
0,1,8e,東海旅客鉄道,東海道本,尾頭橋
0,1,90,東海旅客鉄道,東海道本,名古屋
0,1,92,東海旅客鉄道,東海道本,枇杷島
0,1,94,東海旅客鉄道,東海道本,清洲
0,1,96,東海旅客鉄道,東海道本,稲沢
0,1,99,東海旅客鉄道,東海道本,尾張一宮
0,1,9b,東海旅客鉄道,東海道本,木曽川
0,1,9e,東海旅客鉄道,東海道本,岐阜
0,1,9f,東海旅客鉄道,東海道本,西岐阜
0,1,a1,東海旅客鉄道,東海道本,穂積
0,1,a3,東海旅客鉄道,東海道本,大垣
0,1,a6,東海旅客鉄道,東海道本,垂井
0,1,a8,東海旅客鉄道,東海道本,関ケ原
0,1,aa,東海旅客鉄道,東海道本,柏原
0,1,ab,東海旅客鉄道,東海道本,近江長岡
0,1,ad,東海旅客鉄道,東海道本,醒ヶ井
0,1,af,西日本旅客鉄道,東海道本,米原
0,1,b1,西日本旅客鉄道,東海道本,彦根
0,1,b2,西日本旅客鉄道,東海道本,南彦根
0,1,b3,西日本旅客鉄道,東海道本,河瀬
0,1,b5,西日本旅客鉄道,東海道本,稲枝
0,1,b6,西日本旅客鉄道,東海道本,能登川
0,1,b8,西日本旅客鉄道,東海道本,安土
0,1,ba,西日本旅客鉄道,東海道本,近江八幡
0,1,bc,西日本旅客鉄道,東海道本,篠原
0,1,be,西日本旅客鉄道,東海道本,野洲
0,1,c0,西日本旅客鉄道,東海道本,守山
0,1,c1,西日本旅客鉄道,東海道本,栗東
0,1,c2,西日本旅客鉄道,東海道本,草津
0,1,c3,西日本旅客鉄道,東海道本,南草津
0,1,c5,西日本旅客鉄道,東海道本,瀬田
0,1,c6,西日本旅客鉄道,東海道本,石山
0,1,c7,西日本旅客鉄道,東海道本,膳所
0,1,c8,西日本旅客鉄道,東海道本,大津
0,1,ca,西日本旅客鉄道,東海道本,山科
0,1,cc,西日本旅客鉄道,東海道本,京都
0,1,cd,西日本旅客鉄道,東海道本,西大路
0,1,cf,西日本旅客鉄道,東海道本,桂川
0,1,d0,西日本旅客鉄道,東海道本,向日町
0,1,d2,西日本旅客鉄道,東海道本,長岡京
0,1,d5,西日本旅客鉄道,東海道本,山崎
0,1,d6,西日本旅客鉄道,東海道本,島本
0,1,d8,西日本旅客鉄道,東海道本,高槻
0,1,db,西日本旅客鉄道,東海道本,摂津富田
0,1,dd,西日本旅客鉄道,東海道本,茨木
0,1,e0,西日本旅客鉄道,東海道本,千里丘
0,1,e1,西日本旅客鉄道,東海道本,岸辺
0,1,e2,西日本旅客鉄道,東海道本,吹田
0,1,e5,西日本旅客鉄道,東海道本,東淀川
0,1,e6,西日本旅客鉄道,東海道本,新大阪
0,1,e8,西日本旅客鉄道,東海道本,大阪
0,1,ea,西日本旅客鉄道,東海道本,塚本
0,1,ec,西日本旅客鉄道,東海道本,尼崎
0,1,ee,西日本旅客鉄道,東海道本,立花
0,1,ef,西日本旅客鉄道,東海道本,甲子園口
0,1,f1,西日本旅客鉄道,東海道本,西宮
0,1,f2,西日本旅客鉄道,東海道本,さくら夙川
0,1,f3,西日本旅客鉄道,東海道本,芦屋
0,1,f4,西日本旅客鉄道,東海道本,甲南山手
0,1,f6,西日本旅客鉄道,東海道本,摂津本山
0,1,f7,西日本旅客鉄道,東海道本,住吉
0,1,f8,西日本旅客鉄道,東海道本,六甲道
0,1,fa,西日本旅客鉄道,東海道本,灘
0,1,fb,西日本旅客鉄道,東海道本,三ノ宮
0,1,fc,西日本旅客鉄道,東海道本,元町
0,1,fd,西日本旅客鉄道,東海道本,神戸
0,2,1,東日本旅客鉄道,東北本,東京
0,2,2,東日本旅客鉄道,東北本,神田
0,2,3,東日本旅客鉄道,東北本,秋葉原
0,2,4,東日本旅客鉄道,東北本,御徒町
0,2,6,東日本旅客鉄道,東北本,上野
0,2,7,東日本旅客鉄道,東北本,鴬谷
0,2,8,東日本旅客鉄道,東北本,日暮里
0,2,9,東日本旅客鉄道,東北本,西日暮里
0,2,b,東日本旅客鉄道,東北本,田端
0,2,c,東日本旅客鉄道,東北本,上中里
0,2,d,東日本旅客鉄道,東北本,王子
0,2,e,東日本旅客鉄道,東北本,東十条
0,2,10,東日本旅客鉄道,東北本,赤羽
0,2,11,東日本旅客鉄道,東北本,川口
0,2,12,東日本旅客鉄道,東北本,西川口
0,2,13,東日本旅客鉄道,東北本,蕨
0,2,15,東日本旅客鉄道,東北本,南浦和
0,2,16,東日本旅客鉄道,東北本,浦和
0,2,17,東日本旅客鉄道,東北本,北浦和
0,2,18,東日本旅客鉄道,東北本,与野
0,2,19,東日本旅客鉄道,東北本,さいたま新都心
0,2,1a,東日本旅客鉄道,東北本,大宮
0,2,1b,東日本旅客鉄道,東北本,土呂
0,2,1c,東日本旅客鉄道,東北本,東大宮
0,2,1e,東日本旅客鉄道,東北本,蓮田
0,2,20,東日本旅客鉄道,東北本,白岡
0,2,21,東日本旅客鉄道,東北本,新白岡
0,2,22,東日本旅客鉄道,東北本,久喜
0,2,23,東日本旅客鉄道,東北本,東鷲宮
0,2,24,東日本旅客鉄道,東北本,栗橋
0,2,26,東日本旅客鉄道,東北本,古河
0,2,27,東日本旅客鉄道,東北本,野木
0,2,28,東日本旅客鉄道,東北本,間々田
0,2,2a,東日本旅客鉄道,東北本,小山
0,2,2c,東日本旅客鉄道,東北本,小金井
0,2,2d,東日本旅客鉄道,東北本,自治医大
0,2,2e,東日本旅客鉄道,東北本,石橋
0,2,30,東日本旅客鉄道,東北本,雀宮
0,2,32,東日本旅客鉄道,東北本,宇都宮
0,2,34,東日本旅客鉄道,東北本,岡本
0,2,35,東日本旅客鉄道,東北本,宝積寺
0,2,36,東日本旅客鉄道,東北本,氏家
0,2,37,東日本旅客鉄道,東北本,蒲須坂
0,2,39,東日本旅客鉄道,東北本,片岡
0,2,3a,東日本旅客鉄道,東北本,矢板
0,2,3b,東日本旅客鉄道,東北本,野崎
0,2,3c,東日本旅客鉄道,東北本,西那須野
0,2,3e,東日本旅客鉄道,東北本,那須塩原
0,2,3f,東日本旅客鉄道,東北本,黒磯
0,2,40,東日本旅客鉄道,東北本,高久
0,2,41,東日本旅客鉄道,東北本,黒田原
0,2,43,東日本旅客鉄道,東北本,豊原
0,2,44,東日本旅客鉄道,東北本,白坂
0,2,45,東日本旅客鉄道,東北本,新白河
0,2,46,東日本旅客鉄道,東北本,白河
0,2,48,東日本旅客鉄道,東北本,久田野
0,2,49,東日本旅客鉄道,東北本,泉崎
0,2,4a,東日本旅客鉄道,東北本,矢吹
0,2,4b,東日本旅客鉄道,東北本,鏡石
0,2,4d,東日本旅客鉄道,東北本,須賀川
0,2,4e,東日本旅客鉄道,東北本,安積永盛
0,2,4f,東日本旅客鉄道,東北本,郡山
0,2,50,東日本旅客鉄道,東北本,日和田
0,2,52,東日本旅客鉄道,東北本,五百川
0,2,53,東日本旅客鉄道,東北本,本宮
0,2,54,東日本旅客鉄道,東北本,杉田
0,2,55,東日本旅客鉄道,東北本,二本松
0,2,57,東日本旅客鉄道,東北本,安達
0,2,58,東日本旅客鉄道,東北本,松川
0,2,59,東日本旅客鉄道,東北本,金谷川
0,2,5b,東日本旅客鉄道,東北本,南福島
0,2,5c,東日本旅客鉄道,東北本,福島
0,2,5e,東日本旅客鉄道,東北本,東福島
0,2,5f,東日本旅客鉄道,東北本,伊達
0,2,60,東日本旅客鉄道,東北本,桑折
0,2,61,東日本旅客鉄道,東北本,藤田
0,2,63,東日本旅客鉄道,東北本,貝田
0,2,64,東日本旅客鉄道,東北本,越河
0,2,66,東日本旅客鉄道,東北本,白石
0,2,67,東日本旅客鉄道,東北本,東白石
0,2,68,東日本旅客鉄道,東北本,北白川
0,2,69,東日本旅客鉄道,東北本,大河原
0,2,6b,東日本旅客鉄道,東北本,船岡
0,2,6c,東日本旅客鉄道,東北本,槻木
0,2,6d,東日本旅客鉄道,東北本,岩沼
0,2,6e,東日本旅客鉄道,東北本,館腰
0,2,6f,東日本旅客鉄道,東北本,名取
0,2,70,東日本旅客鉄道,東北本,南仙台
0,2,71,東日本旅客鉄道,東北本,太子堂
0,2,72,東日本旅客鉄道,東北本,長町
0,2,73,東日本旅客鉄道,東北本,仙台
0,2,73,東日本旅客鉄道,東北本,仙台
0,2,75,東日本旅客鉄道,東北本,東仙台
0,2,76,東日本旅客鉄道,東北本,岩切
0,2,77,東日本旅客鉄道,東北本,陸前山王
0,2,78,東日本旅客鉄道,東北本,国府多賀城
0,2,79,東日本旅客鉄道,東北本,塩釜
0,2,7a,東日本旅客鉄道,東北本,松島
0,2,7b,東日本旅客鉄道,東北本,愛宕
0,2,7c,東日本旅客鉄道,東北本,品井沼
0,2,7e,東日本旅客鉄道,東北本,鹿島台
0,2,7f,東日本旅客鉄道,東北本,松山町
0,2,80,東日本旅客鉄道,東北本,小牛田
0,2,82,東日本旅客鉄道,東北本,田尻
0,2,84,東日本旅客鉄道,東北本,瀬峰
0,2,85,東日本旅客鉄道,東北本,梅ヶ沢
0,2,86,東日本旅客鉄道,東北本,新田
0,2,88,東日本旅客鉄道,東北本,石越
0,2,89,東日本旅客鉄道,東北本,油島
0,2,8a,東日本旅客鉄道,東北本,花泉
0,2,8b,東日本旅客鉄道,東北本,清水原
0,2,8d,東日本旅客鉄道,東北本,有壁
0,2,8f,東日本旅客鉄道,東北本,一ノ関
0,2,90,東日本旅客鉄道,東北本,山ノ目
0,2,91,東日本旅客鉄道,東北本,平泉
0,2,92,東日本旅客鉄道,東北本,前沢
0,2,94,東日本旅客鉄道,東北本,陸中折居
0,2,95,東日本旅客鉄道,東北本,水沢
0,2,96,東日本旅客鉄道,東北本,金ヶ崎
0,2,97,東日本旅客鉄道,東北本,六原
0,2,99,東日本旅客鉄道,東北本,北上
0,2,9a,東日本旅客鉄道,東北本,村崎野
0,2,9b,東日本旅客鉄道,東北本,花巻
0,2,9c,東日本旅客鉄道,東北本,花巻空港
0,2,9e,東日本旅客鉄道,東北本,石鳥谷
0,2,9f,東日本旅客鉄道,東北本,日詰
0,2,a0,東日本旅客鉄道,東北本,古館
0,2,a1,東日本旅客鉄道,東北本,矢幅
0,2,a3,東日本旅客鉄道,東北本,岩手飯岡
0,2,a4,東日本旅客鉄道,東北本,仙北町
0,2,a5,東日本旅客鉄道,東北本,盛岡
0,2,a6,IGRいわて銀河鉄道,いわて銀河鉄道,廚川
0,2,a8,IGRいわて銀河鉄道,いわて銀河鉄道,滝沢
0,2,a9,IGRいわて銀河鉄道,いわて銀河鉄道,渋民
0,2,aa,IGRいわて銀河鉄道,いわて銀河鉄道,好摩
0,2,ab,IGRいわて銀河鉄道,いわて銀河鉄道,岩手川口
0,2,ad,IGRいわて銀河鉄道,いわて銀河鉄道,いわて沼宮内
0,2,ae,IGRいわて銀河鉄道,いわて銀河鉄道,御堂
0,2,af,IGRいわて銀河鉄道,いわて銀河鉄道,奥中山
0,2,b0,IGRいわて銀河鉄道,いわて銀河鉄道,小繋
0,2,b2,IGRいわて銀河鉄道,いわて銀河鉄道,小鳥谷
0,2,b3,IGRいわて銀河鉄道,いわて銀河鉄道,一戸
0,2,b4,IGRいわて銀河鉄道,いわて銀河鉄道,二戸
0,2,b5,IGRいわて銀河鉄道,いわて銀河鉄道,斗米
0,2,b7,IGRいわて銀河鉄道,いわて銀河鉄道,金田一温泉
0,2,b8,IGRいわて銀河鉄道,いわて銀河鉄道,目時
0,2,b9,青い森鉄道,青い森鉄道,三戸
0,2,ba,青い森鉄道,青い森鉄道,諏訪ノ平
0,2,bc,青い森鉄道,青い森鉄道,剣吉
0,2,bd,青い森鉄道,青い森鉄道,苫米地
0,2,be,青い森鉄道,青い森鉄道,北高岩
0,2,bf,東日本旅客鉄道,東北本,八戸
0,2,c1,東日本旅客鉄道,東北本,陸奥市川
0,2,c2,東日本旅客鉄道,東北本,下田
0,2,c3,東日本旅客鉄道,東北本,向山
0,2,c4,東日本旅客鉄道,東北本,三沢
0,2,c6,東日本旅客鉄道,東北本,小川原
0,2,c7,東日本旅客鉄道,東北本,上北町
0,2,c8,東日本旅客鉄道,東北本,乙供
0,2,c9,東日本旅客鉄道,東北本,千曳
0,2,ca,東日本旅客鉄道,東北新幹,七戸十和田
0,2,cb,東日本旅客鉄道,東北本,野辺地
0,2,cc,東日本旅客鉄道,東北本,狩湯沢
0,2,cd,東日本旅客鉄道,東北本,清水川
0,2,ce,東日本旅客鉄道,東北本,小湊
0,2,d0,東日本旅客鉄道,東北本,西平内
0,2,d1,東日本旅客鉄道,東北本,浅虫温泉
0,2,d2,東日本旅客鉄道,東北本,野内
0,2,d4,東日本旅客鉄道,東北本,矢田前
0,2,d5,東日本旅客鉄道,東北本,小柳
0,2,d6,東日本旅客鉄道,東北本,東青森
0,2,d8,東日本旅客鉄道,東北本,青森
0,2,fc,東日本旅客鉄道,携帯端末,携帯端末
0,2,fd,東日本旅客鉄道,モバイルSuica,モバイルSuica
0,2,fe,東日本旅客鉄道,Suicaインターネットサービス,Suicaインターネットサービス
0,2,ff,東日本旅客鉄道,臨時窓口,臨時窓口
0,3,1,東日本旅客鉄道,中央本,東京
0,3,2,東日本旅客鉄道,中央本,神田
0,3,3,東日本旅客鉄道,中央本,御茶ノ水
0,3,4,東日本旅客鉄道,中央本,水道橋
0,3,6,東日本旅客鉄道,中央本,飯田橋
0,3,7,東日本旅客鉄道,中央本,市ヶ谷
0,3,8,東日本旅客鉄道,中央本,四ツ谷
0,3,9,東日本旅客鉄道,中央本,信濃町
0,3,b,東日本旅客鉄道,中央本,千駄ヶ谷
0,3,c,東日本旅客鉄道,中央本,代々木
0,3,d,東日本旅客鉄道,中央本,新宿
0,3,e,東日本旅客鉄道,中央本,大久保
0,3,10,東日本旅客鉄道,中央本,東中野
0,3,11,東日本旅客鉄道,中央本,中野
0,3,12,東日本旅客鉄道,中央本,高円寺
0,3,13,東日本旅客鉄道,中央本,阿佐ヶ谷
0,3,15,東日本旅客鉄道,中央本,荻窪
0,3,16,東日本旅客鉄道,中央本,西荻窪
0,3,17,東日本旅客鉄道,中央本,吉祥寺
0,3,18,東日本旅客鉄道,中央本,三鷹
0,3,1a,東日本旅客鉄道,中央本,武蔵境
0,3,1b,東日本旅客鉄道,中央本,東小金井
0,3,1c,東日本旅客鉄道,中央本,武蔵小金井
0,3,1d,東日本旅客鉄道,中央本,国分寺
0,3,1f,東日本旅客鉄道,中央本,西国分寺
0,3,20,東日本旅客鉄道,中央本,国立
0,3,22,東日本旅客鉄道,中央本,立川
0,3,24,東日本旅客鉄道,中央本,日野
0,3,25,東日本旅客鉄道,中央本,豊田
0,3,27,東日本旅客鉄道,中央本,八王子
0,3,28,東日本旅客鉄道,中央本,西八王子
0,3,29,東日本旅客鉄道,中央本,高尾
0,3,2a,東日本旅客鉄道,中央本,相模湖
0,3,2c,東日本旅客鉄道,中央本,藤野
0,3,2d,東日本旅客鉄道,中央本,上野原
0,3,2e,東日本旅客鉄道,中央本,四方津
0,3,2f,東日本旅客鉄道,中央本,梁川
0,3,31,東日本旅客鉄道,中央本,鳥沢
0,3,32,東日本旅客鉄道,中央本,猿橋
0,3,33,東日本旅客鉄道,中央本,大月
0,3,35,東日本旅客鉄道,中央本,初狩
0,3,37,東日本旅客鉄道,中央本,笹子
0,3,39,東日本旅客鉄道,中央本,甲斐大和
0,3,3b,東日本旅客鉄道,中央本,勝沼ぶどう郷
0,3,3c,東日本旅客鉄道,中央本,塩山
0,3,3d,東日本旅客鉄道,中央本,東山梨
0,3,3e,東日本旅客鉄道,中央本,山梨市
0,3,40,東日本旅客鉄道,中央本,春日居町
0,3,41,東日本旅客鉄道,中央本,石和温泉
0,3,42,東日本旅客鉄道,中央本,酒折
0,3,43,東日本旅客鉄道,中央本,甲府
0,3,45,東日本旅客鉄道,中央本,竜王
0,3,46,東日本旅客鉄道,中央本,塩崎
0,3,47,東日本旅客鉄道,中央本,韮崎
0,3,48,東日本旅客鉄道,中央本,新府
0,3,49,東日本旅客鉄道,中央本,穴山
0,3,4b,東日本旅客鉄道,中央本,日野春
0,3,4c,東日本旅客鉄道,中央本,長坂
0,3,4d,東日本旅客鉄道,中央本,小淵沢
0,3,4e,東日本旅客鉄道,中央本,信濃境
0,3,4f,東日本旅客鉄道,中央本,富士見
0,3,50,東日本旅客鉄道,中央本,すずらんの里
0,3,51,東日本旅客鉄道,中央本,青柳
0,3,52,東日本旅客鉄道,中央本,茅野
0,3,53,東日本旅客鉄道,中央本,上諏訪
0,3,54,東日本旅客鉄道,中央本,下諏訪
0,3,55,東日本旅客鉄道,中央本,岡谷
0,3,58,東日本旅客鉄道,中央本,みどり湖
0,3,5c,東日本旅客鉄道,中央本,塩尻
0,3,5e,東海旅客鉄道,中央本,洗馬
0,3,5f,東海旅客鉄道,中央本,日出塩
0,3,60,東海旅客鉄道,中央本,贄川
0,3,61,東海旅客鉄道,中央本,木曽平沢
0,3,63,東海旅客鉄道,中央本,奈良井
0,3,64,東海旅客鉄道,中央本,藪原
0,3,65,東海旅客鉄道,中央本,宮ノ越
0,3,66,東海旅客鉄道,中央本,原野
0,3,68,東海旅客鉄道,中央本,木曽福島
0,3,69,東海旅客鉄道,中央本,上松
0,3,6a,東海旅客鉄道,中央本,倉本
0,3,6b,東海旅客鉄道,中央本,須原
0,3,6d,東海旅客鉄道,中央本,大桑
0,3,6e,東海旅客鉄道,中央本,野尻
0,3,6f,東海旅客鉄道,中央本,十二兼
0,3,70,東海旅客鉄道,中央本,南木曽
0,3,72,東海旅客鉄道,中央本,田立
0,3,73,東海旅客鉄道,中央本,坂下
0,3,74,東海旅客鉄道,中央本,落合川
0,3,75,東海旅客鉄道,中央本,中津川
0,3,77,東海旅客鉄道,中央本,美乃坂本
0,3,79,東海旅客鉄道,中央本,恵那
0,3,7b,東海旅客鉄道,中央本,武並
0,3,7d,東海旅客鉄道,中央本,釜戸
0,3,7f,東海旅客鉄道,中央本,瑞浪
0,3,81,東海旅客鉄道,中央本,土岐市
0,3,83,東海旅客鉄道,中央本,多治見
0,3,85,東海旅客鉄道,中央本,古虎渓
0,3,87,東海旅客鉄道,中央本,定光寺
0,3,89,東海旅客鉄道,中央本,高蔵寺
0,3,8b,東海旅客鉄道,中央本,神領
0,3,8c,東海旅客鉄道,中央本,春日井
0,3,8e,東海旅客鉄道,中央本,勝川
0,3,8f,東海旅客鉄道,中央本,新守山
0,3,91,東海旅客鉄道,中央本,大曽根
0,3,92,東海旅客鉄道,中央本,千種
0,3,93,東海旅客鉄道,中央本,鶴舞
0,4,1,東日本旅客鉄道,高崎,大宮
0,4,3,東日本旅客鉄道,高崎,宮原
0,4,5,東日本旅客鉄道,高崎,上尾
0,4,6,東日本旅客鉄道,高崎,北上尾
0,4,7,東日本旅客鉄道,高崎,桶川
0,4,9,東日本旅客鉄道,高崎,北本
0,4,b,東日本旅客鉄道,高崎,鴻巣
0,4,c,東日本旅客鉄道,高崎,北鴻巣
0,4,d,東日本旅客鉄道,高崎,吹上
0,4,e,東日本旅客鉄道,高崎,行田
0,4,f,東日本旅客鉄道,高崎,熊谷
0,4,11,東日本旅客鉄道,高崎,籠原
0,4,12,東日本旅客鉄道,高崎,深谷
0,4,13,東日本旅客鉄道,高崎,岡部
0,4,15,東日本旅客鉄道,高崎,本庄
0,4,16,東日本旅客鉄道,高崎,神保原
0,4,17,東日本旅客鉄道,高崎,新町
0,4,19,東日本旅客鉄道,高崎,倉賀野
0,4,1a,東日本旅客鉄道,高崎,高崎
0,4,1b,東日本旅客鉄道,信越本,北高崎
0,4,1c,東日本旅客鉄道,信越本,群馬八幡
0,4,1d,東日本旅客鉄道,信越本,安中
0,4,1e,東日本旅客鉄道,信越本,磯部
0,4,20,東日本旅客鉄道,信越本,松井田
0,4,21,東日本旅客鉄道,信越本,西松井田
0,4,22,東日本旅客鉄道,信越本,横川
0,4,23,しなの鉄道,しなの鉄道,軽井沢
0,4,25,しなの鉄道,しなの鉄道,中軽井沢
0,4,26,しなの鉄道,しなの鉄道,信濃追分
0,4,27,しなの鉄道,しなの鉄道,御代田
0,4,28,しなの鉄道,しなの鉄道,平原
0,4,2a,しなの鉄道,しなの鉄道,小諸
0,4,2b,しなの鉄道,しなの鉄道,滋野
0,4,2c,しなの鉄道,しなの鉄道,田中
0,4,2d,しなの鉄道,しなの鉄道,大屋
0,4,2e,しなの鉄道,しなの鉄道,上田
0,4,30,しなの鉄道,しなの鉄道,西上田
0,4,31,しなの鉄道,しなの鉄道,坂城
0,4,32,しなの鉄道,しなの鉄道,戸倉
0,4,33,しなの鉄道,しなの鉄道,屋代
0,4,35,しなの鉄道,しなの鉄道,篠ノ井
0,4,36,東日本旅客鉄道,信越本,川中島
0,4,37,東日本旅客鉄道,信越本,安茂里
0,4,38,東日本旅客鉄道,信越本,長野
0,4,39,東日本旅客鉄道,信越本,北長野
0,4,3a,東日本旅客鉄道,信越本,三才
0,4,3b,東日本旅客鉄道,信越本,豊野
0,4,3c,東日本旅客鉄道,信越本,牟礼
0,4,3d,東日本旅客鉄道,信越本,古間
0,4,3f,東日本旅客鉄道,信越本,黒姫
0,4,40,東日本旅客鉄道,信越本,妙高高原
0,4,41,東日本旅客鉄道,信越本,関山
0,4,42,東日本旅客鉄道,信越本,二本木
0,4,44,東日本旅客鉄道,信越本,新井
0,4,45,東日本旅客鉄道,信越本,北新井
0,4,46,東日本旅客鉄道,信越本,脇野田
0,4,47,東日本旅客鉄道,信越本,南高田
0,4,49,東日本旅客鉄道,信越本,高田
0,4,4a,東日本旅客鉄道,信越本,春日山
0,4,4b,東日本旅客鉄道,信越本,直江津
0,4,4c,東日本旅客鉄道,信越本,黒井
0,4,4e,東日本旅客鉄道,信越本,犀潟
0,4,4f,東日本旅客鉄道,信越本,土底浜
0,4,50,東日本旅客鉄道,信越本,潟町
0,4,51,東日本旅客鉄道,信越本,上下浜
0,4,53,東日本旅客鉄道,信越本,柿崎
0,4,54,東日本旅客鉄道,信越本,米山
0,4,55,東日本旅客鉄道,信越本,笠島
0,4,56,東日本旅客鉄道,信越本,青海川
0,4,58,東日本旅客鉄道,信越本,鯨波
0,4,59,東日本旅客鉄道,信越本,柏崎
0,4,5a,東日本旅客鉄道,信越本,茨目
0,4,5b,東日本旅客鉄道,信越本,安田
0,4,5d,東日本旅客鉄道,信越本,北条
